id,category,prompt,response,source,source_id
dolly-1154,factual,What qualifies an animal as a monotreme?,"A monotreme is a mammal that lays eggs. This is uncommon as there are only two mammals, the echidnas and platypus, that do so. The majority of mammals give placenta birth, with another minority of mammals, known as marsupials, give birth to a fetus-like embryo which is dependent of mother's teat to provide nourishment until fully developed.",databricks/databricks-dolly-15k,1154
codealpaca-58,coding,Generate a random number between 0 and 1 (inclusively).,Math.random(); // a random number between 0 and 1 (inclusively),sahil2801/CodeAlpaca-20k,58
dolly-8151,factual,"Can you tell me the root of these language? Hebrew. English, Spanish, Portuguese, Romanian, Arabic, Farsi, Italian",Yes sure! Hebrew root is Northwest Semitic language English is of Germanic origins Spanish is of Latin origins Portuguese is of Latin origins Romanian is of Latin origins Arabic is a Semitic language Farsi is of west Iranian origins Italian is of Latin origins,databricks/databricks-dolly-15k,8151
codealpaca-12775,coding,Write SQL query to select all rows where the date value is in past 5 days.,"SELECT * FROM table_name WHERE date_col >= DATE_SUB(CURDATE(), INTERVAL 5 DAY);",sahil2801/CodeAlpaca-20k,12775
codealpaca-1137,coding,Create a program in SQL to display the name and salary of the employees whose salary is equal to the average salary of the employees.,"SELECT name, salary FROM TableA WHERE salary = (SELECT AVG(salary) FROM TableA);",sahil2801/CodeAlpaca-20k,1137
codealpaca-3442,coding,Explain why the use of a loop is often the best solution for a problem.,"Loops are often the best solution for a problem because they allow you to repeat a code block multiple times until a specific condition is met. By using a loop, you can save time and energy while also increasing the program's efficiency. Loops also make it easier to handle large data sets and complex tasks.",sahil2801/CodeAlpaca-20k,3442
dolly-10142,factual,Why is the Pacific NorthWest so unique?,"The Pacific NorthWest (PNW) is indeed a unique location for living. It combines several good qualities including job opportunities, outdoor activities and amazing scenery. The PNW is also home for a lot of transplants from other locations bringing together very diverse and rich cultures.",databricks/databricks-dolly-15k,10142
codealpaca-18547,coding,Identify the salient feature in the given piece of code.,The salient feature of the given code is that it both prints a result and returns a value.,sahil2801/CodeAlpaca-20k,18547
codealpaca-9490,coding,Construct a Java class to execute a binary search.,"public class BinarySearch { int binarySearch(int arr[], int l, int r, int x) { if (r >= l) { int mid = l + (r - l) / 2; if (arr[mid] == x) return mid; if (arr[mid] > x) return binarySearch(arr, l, mid - 1, x); return binarySearch(arr, mid + 1, r, x); } return -1; } }",sahil2801/CodeAlpaca-20k,9490
codealpaca-13931,coding,Write code to create an object with the key which will be incremented on every call of the code.,let count = 0; const keyObject = () => { let newObj = {[`key_${count}`]: count}; count++; return newObj; },sahil2801/CodeAlpaca-20k,13931
dolly-14793,factual,How many types of elk are found in North America?,"Four subspecies of elk can be found in North America. Tule Elk, Roosevelt Elk, Rocky Mountain Elk and Manitoba Elk.",databricks/databricks-dolly-15k,14793
dolly-7745,factual,What is the Oxford Comma?,"In English-language punctuation, a serial comma (also called a series comma, Oxford comma, or Harvard comma) is a comma placed immediately after the penultimate term (i.e., before the coordinating conjunction, such as and or or) in a series of three or more terms. For example, a list of three countries might be punctuated either as ""France, Italy and Spain"" (without the serial comma) or ""France, Italy, and Spain"" (with the serial comma).",databricks/databricks-dolly-15k,7745
codealpaca-10457,coding,Create a for loop which prints the first 5 numbers in a given list.,"for i in range(0, 5): print(list_numbers[i])",sahil2801/CodeAlpaca-20k,10457
dolly-8582,factual,What is the best way to lose weight?,"The best way to lose weight is to be in a calorie deficit. This means that you are consuming less calories than you expend. An easy way to confirm this deficit is to track your calorie intake with a calorie tracking application like MyFitnessPal. This helps you better understand the macronutrient composition (protein, carbohydrates, fat) of your food, and which foods are more calorically dense than others. One gram of protein has 4 calories per gram, one gram of carbohydrate has 4 calories per gram, and one gram of fat has 9 calories per gram. Each food that you consume is either one or a combination of these three macronutrients. It is possible to expend calories to create a larger deficit through exercise. There are many types of exercise, but most types can be categorized as either cardiovascular training or weight training. Both types of exercise are important, as cardiovascular exercises, such as walking, running, and biking, train your heart and burn calories during exercise. Weight-based training involves challenging your muscles with loads in order to make them stronger to handle larger loads and more volume. Weight-based training does not burn as many calories during exercise, however this type of training taxes your muscles so that they need to repair and thus burns more calories throughout the day after your training session. Weight-based training is important for strong muscles, bones, and tendons. The best way to lose weight involves a combination of a calorie-controlled diet, cardiovascular exercise, and weight-based training exercise sustained over a duration of time until you meet your weight goal. Once you meet your goal, it is then important to sustain these good habits and not revert back to the habits and behaviors you were previously engaged in that contributed to your weight gain.",databricks/databricks-dolly-15k,8582
dolly-12697,factual,What is the US Congress,"The United States Congress is the legislature of the federal government of the United States. It is bicameral, composed of a lower body, the House of Representatives, and an upper body, the Senate. It meets in the U.S. Capitol in Washington, D.C. Senators and representatives are chosen through direct election, though vacancies in the Senate may be filled by a governor's appointment. Congress has 535 voting members: 100 senators and 435 representatives. The U.S. vice president has a vote in the Senate only when senators are evenly divided. The House of Representatives has six non-voting members. The sitting of a Congress is for a two-year term, at present, beginning every other January. Elections are held every even-numbered year on Election Day. The members of the House of Representatives are elected for the two-year term of a Congress. The Reapportionment Act of 1929 established that there be 435 representatives, and the Uniform Congressional Redistricting Act requires that they be elected from single-member constituencies or districts. It is also required that the congressional districts be apportioned among states by population every ten years using the U.S. census results, provided that each state has at least one congressional representative. Each senator is elected at-large in their state for a six-year term, with terms staggered, so every two years approximately one-third of the Senate is up for election. Each state, regardless of population or size, has two senators, so currently, there are 100 senators for the 50 states.",databricks/databricks-dolly-15k,12697
codealpaca-18423,coding,Generate a list of project requirements for a web development project.,- Design the website architecture to ensure proper scalability - Implement user authentication & authorization - Develop Front-end Interface for User Interaction - Build responssive front-end using Cascading Style sheets (CSS) & HTML - Compile application & deploy on web servers - Connect databases & define server side logic - Develop API & integrate with client-side logic - Integrate third-party API's & services - Create appropriate test cases & ensure highest performance & security standards,sahil2801/CodeAlpaca-20k,18423
dolly-5124,factual,What is the difference between tennis shoes and sandals?,"Tennis shoes are a form of footware that fully covers and supports your feet. These shoes are designed to endure a lot of wear and tear, as they are often used for physical activity and general daily use. Tennis shoes typically have full heal support that limits the movement of your foot within the shoe as you wear them. Tennis shoes also have laces, which help the wearer to tighten the shoe fabric around your foot, providing further support. Sandals are a type of footware that does not fully cover or support your foot. Sandals typically have some sort of wrap or toe fixture that helps to keep the shoe on the wearer as they walk. This type of shoe is mostly used for short-term wear, at the beach, or at the pool, as they are extremely convenient to put on and take off.",databricks/databricks-dolly-15k,5124
codealpaca-11227,coding,Write a Spring Boot Rest Controller to list all products in an online store.,"@RestController public class ProductController { @Autowired private ProductService productService; @GetMapping(""/products"") public List<Product> getProducts(){ return productService.listProducts(); } }",sahil2801/CodeAlpaca-20k,11227
